thread id: start: end: duration: 
50,2023-06-21 23:21:02.423,2023-06-21 23:21:03.528,1105
51,2023-06-21 23:21:03.528,2023-06-21 23:21:04.655,1127
52,2023-06-21 23:21:04.655,2023-06-21 23:21:05.781,1126
53,2023-06-21 23:21:05.781,2023-06-21 23:21:06.812,1031
54,2023-06-21 23:21:06.812,2023-06-21 23:21:07.844,1032
55,2023-06-21 23:21:07.844,2023-06-21 23:21:08.953,1109
56,2023-06-21 23:21:08.953,2023-06-21 23:21:09.984,1031
57,2023-06-21 23:21:09.984,2023-06-21 23:21:11.015,1031
58,2023-06-21 23:21:11.015,2023-06-21 23:21:12.127,1112
59,2023-06-21 23:21:12.128,2023-06-21 23:21:13.257,1129
60,2023-06-21 23:21:13.257,2023-06-21 23:21:14.288,1031
61,2023-06-21 23:21:14.289,2023-06-21 23:21:15.359,1070
62,2023-06-21 23:21:15.359,2023-06-21 23:21:16.39,1031
63,2023-06-21 23:21:16.39,2023-06-21 23:21:17.418,1028
64,2023-06-21 23:21:17.419,2023-06-21 23:21:18.448,1029
65,2023-06-21 23:21:18.448,2023-06-21 23:21:19.503,1055
66,2023-06-21 23:21:19.504,2023-06-21 23:21:20.534,1030
67,2023-06-21 23:21:20.534,2023-06-21 23:21:21.654,1120
68,2023-06-21 23:21:21.654,2023-06-21 23:21:22.683,1029
69,2023-06-21 23:21:22.683,2023-06-21 23:21:23.804,1121
70,2023-06-21 23:21:23.804,2023-06-21 23:21:24.931,1127
71,2023-06-21 23:21:24.931,2023-06-21 23:21:26.057,1126
72,2023-06-21 23:21:26.057,2023-06-21 23:21:27.144,1087
73,2023-06-21 23:21:27.144,2023-06-21 23:21:28.173,1029
74,2023-06-21 23:21:28.174,2023-06-21 23:21:29.203,1029
75,2023-06-21 23:21:29.204,2023-06-21 23:21:30.256,1052
76,2023-06-21 23:21:30.256,2023-06-21 23:21:31.382,1126
77,2023-06-21 23:21:31.382,2023-06-21 23:21:32.413,1031
78,2023-06-21 23:21:32.413,2023-06-21 23:21:33.446,1033
79,2023-06-21 23:21:33.446,2023-06-21 23:21:34.477,1031
80,2023-06-21 23:21:34.477,2023-06-21 23:21:35.507,1030
81,2023-06-21 23:21:35.507,2023-06-21 23:21:36.605,1098
82,2023-06-21 23:21:36.605,2023-06-21 23:21:37.655,1050
83,2023-06-21 23:21:37.655,2023-06-21 23:21:38.755,1100
84,2023-06-21 23:21:38.755,2023-06-21 23:21:39.879,1124
85,2023-06-21 23:21:39.879,2023-06-21 23:21:40.909,1030
86,2023-06-21 23:21:40.909,2023-06-21 23:21:41.938,1029
87,2023-06-21 23:21:41.938,2023-06-21 23:21:43.056,1118
88,2023-06-21 23:21:43.057,2023-06-21 23:21:44.182,1125
89,2023-06-21 23:21:44.182,2023-06-21 23:21:45.212,1030
90,2023-06-21 23:21:45.212,2023-06-21 23:21:46.333,1121
91,2023-06-21 23:21:46.333,2023-06-21 23:21:47.363,1030
92,2023-06-21 23:21:47.363,2023-06-21 23:21:48.48,1117
93,2023-06-21 23:21:48.48,2023-06-21 23:21:49.61,1130
94,2023-06-21 23:21:49.61,2023-06-21 23:21:50.736,1126
95,2023-06-21 23:21:50.737,2023-06-21 23:21:51.86,1123
96,2023-06-21 23:21:51.86,2023-06-21 23:21:52.991,1131
97,2023-06-21 23:21:52.991,2023-06-21 23:21:54.115,1124
98,2023-06-21 23:21:54.116,2023-06-21 23:21:55.145,1029
99,2023-06-21 23:21:55.145,2023-06-21 23:21:56.273,1128
100,2023-06-21 23:21:56.273,2023-06-21 23:21:57.336,1063
101,2023-06-21 23:21:57.336,2023-06-21 23:21:58.366,1030
102,2023-06-21 23:21:58.366,2023-06-21 23:21:59.44,1074
103,2023-06-21 23:21:59.44,2023-06-21 23:22:00.563,1123
104,2023-06-21 23:22:00.564,2023-06-21 23:22:01.694,1130
105,2023-06-21 23:22:01.694,2023-06-21 23:22:02.82,1126
106,2023-06-21 23:22:02.82,2023-06-21 23:22:03.946,1126
107,2023-06-21 23:22:03.946,2023-06-21 23:22:04.984,1038
108,2023-06-21 23:22:04.984,2023-06-21 23:22:06.096,1112
109,2023-06-21 23:22:06.097,2023-06-21 23:22:07.154,1057
110,2023-06-21 23:22:07.154,2023-06-21 23:22:08.184,1030
111,2023-06-21 23:22:08.184,2023-06-21 23:22:09.271,1087
112,2023-06-21 23:22:09.271,2023-06-21 23:22:10.399,1128
113,2023-06-21 23:22:10.399,2023-06-21 23:22:11.589,1190
114,2023-06-21 23:22:11.589,2023-06-21 23:22:12.7,1111
115,2023-06-21 23:22:12.7,2023-06-21 23:22:13.812,1112
116,2023-06-21 23:22:13.812,2023-06-21 23:22:14.859,1047
117,2023-06-21 23:22:14.86,2023-06-21 23:22:15.89,1030
118,2023-06-21 23:22:15.89,2023-06-21 23:22:16.92,1030
119,2023-06-21 23:22:16.92,2023-06-21 23:22:17.95,1030
120,2023-06-21 23:22:17.95,2023-06-21 23:22:18.985,1035
121,2023-06-21 23:22:18.985,2023-06-21 23:22:20.122,1137
122,2023-06-21 23:22:20.122,2023-06-21 23:22:21.154,1032
123,2023-06-21 23:22:21.155,2023-06-21 23:22:22.185,1030
124,2023-06-21 23:22:22.185,2023-06-21 23:22:23.301,1116
125,2023-06-21 23:22:23.301,2023-06-21 23:22:24.428,1127
126,2023-06-21 23:22:24.428,2023-06-21 23:22:25.553,1125
127,2023-06-21 23:22:25.553,2023-06-21 23:22:26.677,1124
128,2023-06-21 23:22:26.678,2023-06-21 23:22:27.807,1129
129,2023-06-21 23:22:27.807,2023-06-21 23:22:28.893,1086
130,2023-06-21 23:22:28.893,2023-06-21 23:22:29.923,1030
131,2023-06-21 23:22:29.923,2023-06-21 23:22:30.981,1058
132,2023-06-21 23:22:30.981,2023-06-21 23:22:32.012,1031
133,2023-06-21 23:22:32.012,2023-06-21 23:22:33.041,1029
134,2023-06-21 23:22:33.041,2023-06-21 23:22:34.156,1115
135,2023-06-21 23:22:34.157,2023-06-21 23:22:35.188,1031
136,2023-06-21 23:22:35.188,2023-06-21 23:22:36.218,1030
137,2023-06-21 23:22:36.218,2023-06-21 23:22:37.247,1029
138,2023-06-21 23:22:37.247,2023-06-21 23:22:38.326,1079
139,2023-06-21 23:22:38.326,2023-06-21 23:22:39.378,1052
140,2023-06-21 23:22:39.378,2023-06-21 23:22:40.407,1029
141,2023-06-21 23:22:40.408,2023-06-21 23:22:41.437,1029
142,2023-06-21 23:22:41.437,2023-06-21 23:22:42.552,1115
143,2023-06-21 23:22:42.552,2023-06-21 23:22:43.581,1029
144,2023-06-21 23:22:43.581,2023-06-21 23:22:44.704,1123
145,2023-06-21 23:22:44.704,2023-06-21 23:22:45.83,1126
146,2023-06-21 23:22:45.83,2023-06-21 23:22:46.861,1031
147,2023-06-21 23:22:46.861,2023-06-21 23:22:47.891,1030
148,2023-06-21 23:22:47.892,2023-06-21 23:22:49.004,1112
149,2023-06-21 23:22:49.004,2023-06-21 23:22:50.128,1124
150,2023-06-21 23:22:50.128,2023-06-21 23:22:51.257,1129
151,2023-06-21 23:22:51.257,2023-06-21 23:22:52.288,1031
152,2023-06-21 23:22:52.288,2023-06-21 23:22:53.317,1029
153,2023-06-21 23:22:53.317,2023-06-21 23:22:54.348,1031
154,2023-06-21 23:22:54.348,2023-06-21 23:22:55.452,1104
155,2023-06-21 23:22:55.452,2023-06-21 23:22:56.481,1029
156,2023-06-21 23:22:56.481,2023-06-21 23:22:57.602,1121
157,2023-06-21 23:22:57.602,2023-06-21 23:22:58.633,1031
158,2023-06-21 23:22:58.633,2023-06-21 23:22:59.663,1030
159,2023-06-21 23:22:59.663,2023-06-21 23:23:00.692,1029
160,2023-06-21 23:23:00.692,2023-06-21 23:23:01.722,1030
161,2023-06-21 23:23:01.722,2023-06-21 23:23:02.752,1030
162,2023-06-21 23:23:02.752,2023-06-21 23:23:03.783,1031
163,2023-06-21 23:23:03.783,2023-06-21 23:23:04.876,1093
164,2023-06-21 23:23:04.876,2023-06-21 23:23:05.906,1030
165,2023-06-21 23:23:05.906,2023-06-21 23:23:07.027,1121
166,2023-06-21 23:23:07.028,2023-06-21 23:23:08.059,1031
167,2023-06-21 23:23:08.059,2023-06-21 23:23:09.088,1029
168,2023-06-21 23:23:09.088,2023-06-21 23:23:10.199,1111
169,2023-06-21 23:23:10.199,2023-06-21 23:23:11.324,1125
170,2023-06-21 23:23:11.325,2023-06-21 23:23:12.455,1130
171,2023-06-21 23:23:12.455,2023-06-21 23:23:13.485,1030
172,2023-06-21 23:23:13.486,2023-06-21 23:23:14.516,1030
173,2023-06-21 23:23:14.516,2023-06-21 23:23:15.629,1113
174,2023-06-21 23:23:15.629,2023-06-21 23:23:16.66,1031
175,2023-06-21 23:23:16.66,2023-06-21 23:23:17.69,1030
176,2023-06-21 23:23:17.69,2023-06-21 23:23:18.803,1113
177,2023-06-21 23:23:18.803,2023-06-21 23:23:19.93,1127
178,2023-06-21 23:23:19.93,2023-06-21 23:23:21.059,1129
179,2023-06-21 23:23:21.059,2023-06-21 23:23:22.133,1074
180,2023-06-21 23:23:22.133,2023-06-21 23:23:23.207,1074
181,2023-06-21 23:23:23.207,2023-06-21 23:23:24.254,1047
182,2023-06-21 23:23:24.254,2023-06-21 23:23:25.357,1103
183,2023-06-21 23:23:25.357,2023-06-21 23:23:26.481,1124
184,2023-06-21 23:23:26.481,2023-06-21 23:23:27.61,1129
185,2023-06-21 23:23:27.61,2023-06-21 23:23:28.64,1030
186,2023-06-21 23:23:28.64,2023-06-21 23:23:29.671,1031
187,2023-06-21 23:23:29.671,2023-06-21 23:23:30.699,1028
188,2023-06-21 23:23:30.699,2023-06-21 23:23:31.809,1110
189,2023-06-21 23:23:31.809,2023-06-21 23:23:32.839,1030
190,2023-06-21 23:23:32.839,2023-06-21 23:23:33.87,1031
191,2023-06-21 23:23:33.87,2023-06-21 23:23:34.9,1030
192,2023-06-21 23:23:34.901,2023-06-21 23:23:35.934,1033
193,2023-06-21 23:23:35.934,2023-06-21 23:23:36.963,1029
194,2023-06-21 23:23:36.963,2023-06-21 23:23:37.992,1029
195,2023-06-21 23:23:37.992,2023-06-21 23:23:39.022,1030
196,2023-06-21 23:23:39.022,2023-06-21 23:23:40.103,1081
197,2023-06-21 23:23:40.104,2023-06-21 23:23:41.203,1099
198,2023-06-21 23:23:41.203,2023-06-21 23:23:42.254,1051
199,2023-06-21 23:23:42.254,2023-06-21 23:23:43.38,1126
200,2023-06-21 23:23:43.38,2023-06-21 23:23:44.459,1079
201,2023-06-21 23:23:44.459,2023-06-21 23:23:45.491,1032
202,2023-06-21 23:23:45.491,2023-06-21 23:23:46.555,1064
203,2023-06-21 23:23:46.555,2023-06-21 23:23:47.591,1036
204,2023-06-21 23:23:47.591,2023-06-21 23:23:48.703,1112
205,2023-06-21 23:23:48.703,2023-06-21 23:23:49.831,1128
206,2023-06-21 23:23:49.831,2023-06-21 23:23:50.861,1030
207,2023-06-21 23:23:50.861,2023-06-21 23:23:51.982,1121
208,2023-06-21 23:23:51.982,2023-06-21 23:23:53.109,1127
209,2023-06-21 23:23:53.109,2023-06-21 23:23:54.236,1127
210,2023-06-21 23:23:54.236,2023-06-21 23:23:55.362,1126
211,2023-06-21 23:23:55.362,2023-06-21 23:23:56.492,1130
212,2023-06-21 23:23:56.492,2023-06-21 23:23:57.614,1122
213,2023-06-21 23:23:57.614,2023-06-21 23:23:58.645,1031
214,2023-06-21 23:23:58.645,2023-06-21 23:23:59.762,1117
215,2023-06-21 23:23:59.762,2023-06-21 23:24:00.792,1030
216,2023-06-21 23:24:00.792,2023-06-21 23:24:01.915,1123
217,2023-06-21 23:24:01.915,2023-06-21 23:24:03.043,1128
218,2023-06-21 23:24:03.043,2023-06-21 23:24:04.168,1125
219,2023-06-21 23:24:04.168,2023-06-21 23:24:05.198,1030
220,2023-06-21 23:24:05.198,2023-06-21 23:24:06.228,1030
221,2023-06-21 23:24:06.228,2023-06-21 23:24:07.257,1029
222,2023-06-21 23:24:07.257,2023-06-21 23:24:08.287,1030
223,2023-06-21 23:24:08.287,2023-06-21 23:24:09.391,1104
224,2023-06-21 23:24:09.391,2023-06-21 23:24:10.42,1029
225,2023-06-21 23:24:10.42,2023-06-21 23:24:11.449,1029
226,2023-06-21 23:24:11.449,2023-06-21 23:24:12.566,1117
227,2023-06-21 23:24:12.566,2023-06-21 23:24:13.597,1031
228,2023-06-21 23:24:13.597,2023-06-21 23:24:14.716,1119
229,2023-06-21 23:24:14.716,2023-06-21 23:24:15.747,1031
230,2023-06-21 23:24:15.747,2023-06-21 23:24:16.844,1097
231,2023-06-21 23:24:16.844,2023-06-21 23:24:17.873,1029
232,2023-06-21 23:24:17.873,2023-06-21 23:24:18.914,1041
233,2023-06-21 23:24:18.914,2023-06-21 23:24:20.038,1124
234,2023-06-21 23:24:20.038,2023-06-21 23:24:21.067,1029
235,2023-06-21 23:24:21.067,2023-06-21 23:24:22.191,1124
236,2023-06-21 23:24:22.191,2023-06-21 23:24:23.317,1126
237,2023-06-21 23:24:23.318,2023-06-21 23:24:24.39,1072
238,2023-06-21 23:24:24.39,2023-06-21 23:24:25.468,1078
239,2023-06-21 23:24:25.468,2023-06-21 23:24:26.596,1128
240,2023-06-21 23:24:26.596,2023-06-21 23:24:27.721,1125
241,2023-06-21 23:24:27.721,2023-06-21 23:24:28.847,1126
242,2023-06-21 23:24:28.847,2023-06-21 23:24:29.974,1127
243,2023-06-21 23:24:29.974,2023-06-21 23:24:31.081,1107
244,2023-06-21 23:24:31.081,2023-06-21 23:24:32.121,1040
245,2023-06-21 23:24:32.121,2023-06-21 23:24:33.251,1130
246,2023-06-21 23:24:33.251,2023-06-21 23:24:34.377,1126
247,2023-06-21 23:24:34.377,2023-06-21 23:24:35.407,1030
248,2023-06-21 23:24:35.407,2023-06-21 23:24:36.438,1031
249,2023-06-21 23:24:36.438,2023-06-21 23:24:37.551,1113
250,2023-06-21 23:24:37.552,2023-06-21 23:24:38.678,1126
251,2023-06-21 23:24:38.678,2023-06-21 23:24:39.81,1132
252,2023-06-21 23:24:39.81,2023-06-21 23:24:40.841,1031
253,2023-06-21 23:24:40.841,2023-06-21 23:24:41.956,1115
254,2023-06-21 23:24:41.956,2023-06-21 23:24:42.986,1030
255,2023-06-21 23:24:42.986,2023-06-21 23:24:44.015,1029
256,2023-06-21 23:24:44.016,2023-06-21 23:24:45.047,1031
257,2023-06-21 23:24:45.047,2023-06-21 23:24:46.079,1032
258,2023-06-21 23:24:46.079,2023-06-21 23:24:47.109,1030
259,2023-06-21 23:24:47.109,2023-06-21 23:24:48.139,1030
260,2023-06-21 23:24:48.14,2023-06-21 23:24:49.171,1031
261,2023-06-21 23:24:49.171,2023-06-21 23:24:50.249,1078
262,2023-06-21 23:24:50.249,2023-06-21 23:24:51.279,1030
263,2023-06-21 23:24:51.279,2023-06-21 23:24:52.246,967
264,2023-06-21 23:24:52.246,2023-06-21 23:24:53.362,1116
265,2023-06-21 23:24:53.362,2023-06-21 23:24:54.488,1126
266,2023-06-21 23:24:54.488,2023-06-21 23:24:55.616,1128
267,2023-06-21 23:24:55.616,2023-06-21 23:24:56.741,1125
268,2023-06-21 23:24:56.741,2023-06-21 23:24:57.771,1030
269,2023-06-21 23:24:57.772,2023-06-21 23:24:58.892,1120
270,2023-06-21 23:24:58.892,2023-06-21 23:24:59.922,1030
271,2023-06-21 23:24:59.922,2023-06-21 23:25:01.043,1121
272,2023-06-21 23:25:01.043,2023-06-21 23:25:02.088,1045
273,2023-06-21 23:25:02.088,2023-06-21 23:25:03.193,1105
274,2023-06-21 23:25:03.193,2023-06-21 23:25:04.32,1127
275,2023-06-21 23:25:04.32,2023-06-21 23:25:05.446,1126
276,2023-06-21 23:25:05.446,2023-06-21 23:25:06.529,1083
277,2023-06-21 23:25:06.529,2023-06-21 23:25:07.558,1029
278,2023-06-21 23:25:07.558,2023-06-21 23:25:08.588,1030
279,2023-06-21 23:25:08.588,2023-06-21 23:25:09.645,1057
280,2023-06-21 23:25:09.645,2023-06-21 23:25:10.771,1126
281,2023-06-21 23:25:10.771,2023-06-21 23:25:11.898,1127
282,2023-06-21 23:25:11.898,2023-06-21 23:25:13.024,1126
283,2023-06-21 23:25:13.024,2023-06-21 23:25:14.151,1127
284,2023-06-21 23:25:14.151,2023-06-21 23:25:15.274,1123
285,2023-06-21 23:25:15.275,2023-06-21 23:25:16.306,1031
286,2023-06-21 23:25:16.306,2023-06-21 23:25:17.336,1030
287,2023-06-21 23:25:17.336,2023-06-21 23:25:18.451,1115
288,2023-06-21 23:25:18.451,2023-06-21 23:25:19.48,1029
289,2023-06-21 23:25:19.481,2023-06-21 23:25:20.602,1121
290,2023-06-21 23:25:20.602,2023-06-21 23:25:21.729,1127
291,2023-06-21 23:25:21.729,2023-06-21 23:25:22.761,1032
292,2023-06-21 23:25:22.762,2023-06-21 23:25:23.879,1117
293,2023-06-21 23:25:23.879,2023-06-21 23:25:24.91,1031
294,2023-06-21 23:25:24.91,2023-06-21 23:25:25.938,1028
295,2023-06-21 23:25:25.939,2023-06-21 23:25:27.053,1114
296,2023-06-21 23:25:27.053,2023-06-21 23:25:28.084,1031
297,2023-06-21 23:25:28.084,2023-06-21 23:25:29.204,1120
298,2023-06-21 23:25:29.204,2023-06-21 23:25:30.331,1127
299,2023-06-21 23:25:30.331,2023-06-21 23:25:31.361,1030
300,2023-06-21 23:25:31.361,2023-06-21 23:25:32.425,1064
301,2023-06-21 23:25:32.425,2023-06-21 23:25:33.458,1033
302,2023-06-21 23:25:33.458,2023-06-21 23:25:34.488,1030
303,2023-06-21 23:25:34.488,2023-06-21 23:25:35.518,1030
304,2023-06-21 23:25:35.518,2023-06-21 23:25:36.577,1059
305,2023-06-21 23:25:36.577,2023-06-21 23:25:37.607,1030
306,2023-06-21 23:25:37.607,2023-06-21 23:25:38.724,1117
307,2023-06-21 23:25:38.724,2023-06-21 23:25:39.755,1031
308,2023-06-21 23:25:39.755,2023-06-21 23:25:40.878,1123
309,2023-06-21 23:25:40.878,2023-06-21 23:25:42.008,1130
310,2023-06-21 23:25:42.008,2023-06-21 23:25:43.038,1030
311,2023-06-21 23:25:43.038,2023-06-21 23:25:44.154,1116
312,2023-06-21 23:25:44.154,2023-06-21 23:25:45.184,1030
313,2023-06-21 23:25:45.184,2023-06-21 23:25:46.305,1121
314,2023-06-21 23:25:46.306,2023-06-21 23:25:47.336,1030
315,2023-06-21 23:25:47.336,2023-06-21 23:25:48.456,1120
316,2023-06-21 23:25:48.456,2023-06-21 23:25:49.582,1126
317,2023-06-21 23:25:49.582,2023-06-21 23:25:50.708,1126
318,2023-06-21 23:25:50.708,2023-06-21 23:25:51.832,1124
319,2023-06-21 23:25:51.832,2023-06-21 23:25:52.961,1129
320,2023-06-21 23:25:52.961,2023-06-21 23:25:54.089,1128
321,2023-06-21 23:25:54.089,2023-06-21 23:25:55.225,1136
322,2023-06-21 23:25:55.225,2023-06-21 23:25:56.341,1116
323,2023-06-21 23:25:56.341,2023-06-21 23:25:57.466,1125
324,2023-06-21 23:25:57.466,2023-06-21 23:25:58.594,1128
325,2023-06-21 23:25:58.594,2023-06-21 23:25:59.721,1127
326,2023-06-21 23:25:59.721,2023-06-21 23:26:00.751,1030
327,2023-06-21 23:26:00.751,2023-06-21 23:26:01.87,1119
328,2023-06-21 23:26:01.87,2023-06-21 23:26:02.942,1072
329,2023-06-21 23:26:02.942,2023-06-21 23:26:04.018,1076
330,2023-06-21 23:26:04.018,2023-06-21 23:26:05.048,1030
331,2023-06-21 23:26:05.048,2023-06-21 23:26:06.078,1030
332,2023-06-21 23:26:06.078,2023-06-21 23:26:07.109,1031
333,2023-06-21 23:26:07.109,2023-06-21 23:26:08.219,1110
334,2023-06-21 23:26:08.219,2023-06-21 23:26:09.25,1031
335,2023-06-21 23:26:09.25,2023-06-21 23:26:10.367,1117
336,2023-06-21 23:26:10.367,2023-06-21 23:26:11.497,1130
337,2023-06-21 23:26:11.497,2023-06-21 23:26:12.623,1126
338,2023-06-21 23:26:12.623,2023-06-21 23:26:13.749,1126
339,2023-06-21 23:26:13.749,2023-06-21 23:26:14.875,1126
340,2023-06-21 23:26:14.875,2023-06-21 23:26:16.002,1127
341,2023-06-21 23:26:16.002,2023-06-21 23:26:17.126,1124
342,2023-06-21 23:26:17.126,2023-06-21 23:26:18.255,1129
343,2023-06-21 23:26:18.255,2023-06-21 23:26:19.382,1127
344,2023-06-21 23:26:19.382,2023-06-21 23:26:20.507,1125
345,2023-06-21 23:26:20.507,2023-06-21 23:26:21.635,1128
346,2023-06-21 23:26:21.635,2023-06-21 23:26:22.73,1095
347,2023-06-21 23:26:22.73,2023-06-21 23:26:23.784,1054
348,2023-06-21 23:26:23.784,2023-06-21 23:26:24.911,1127
349,2023-06-21 23:26:24.911,2023-06-21 23:26:26.038,1127
350,2023-06-21 23:26:26.038,2023-06-21 23:26:27.068,1030
351,2023-06-21 23:26:27.068,2023-06-21 23:26:28.184,1116
352,2023-06-21 23:26:28.184,2023-06-21 23:26:29.216,1032
353,2023-06-21 23:26:29.216,2023-06-21 23:26:30.335,1119
354,2023-06-21 23:26:30.335,2023-06-21 23:26:31.373,1038
355,2023-06-21 23:26:31.373,2023-06-21 23:26:32.49,1117
356,2023-06-21 23:26:32.49,2023-06-21 23:26:33.52,1030
357,2023-06-21 23:26:33.521,2023-06-21 23:26:34.551,1030
358,2023-06-21 23:26:34.551,2023-06-21 23:26:35.663,1112
359,2023-06-21 23:26:35.663,2023-06-21 23:26:36.694,1031
360,2023-06-21 23:26:36.694,2023-06-21 23:26:37.726,1032
361,2023-06-21 23:26:37.726,2023-06-21 23:26:38.757,1031
362,2023-06-21 23:26:38.757,2023-06-21 23:26:39.862,1105
363,2023-06-21 23:26:39.862,2023-06-21 23:26:40.892,1030
364,2023-06-21 23:26:40.892,2023-06-21 23:26:41.922,1030
365,2023-06-21 23:26:41.922,2023-06-21 23:26:42.953,1031
366,2023-06-21 23:26:42.953,2023-06-21 23:26:43.984,1031
367,2023-06-21 23:26:43.984,2023-06-21 23:26:45.013,1029
368,2023-06-21 23:26:45.013,2023-06-21 23:26:46.043,1030
369,2023-06-21 23:26:46.043,2023-06-21 23:26:47.074,1031
370,2023-06-21 23:26:47.074,2023-06-21 23:26:48.105,1031
371,2023-06-21 23:26:48.105,2023-06-21 23:26:49.181,1076
372,2023-06-21 23:26:49.181,2023-06-21 23:26:50.307,1126
373,2023-06-21 23:26:50.307,2023-06-21 23:26:51.43,1123
374,2023-06-21 23:26:51.43,2023-06-21 23:26:52.56,1130
375,2023-06-21 23:26:52.56,2023-06-21 23:26:53.591,1031
376,2023-06-21 23:26:53.591,2023-06-21 23:26:54.623,1032
377,2023-06-21 23:26:54.623,2023-06-21 23:26:55.654,1031
378,2023-06-21 23:26:55.654,2023-06-21 23:26:56.759,1105
379,2023-06-21 23:26:56.759,2023-06-21 23:26:57.79,1031
380,2023-06-21 23:26:57.79,2023-06-21 23:26:58.909,1119
381,2023-06-21 23:26:58.909,2023-06-21 23:26:59.94,1031
382,2023-06-21 23:26:59.94,2023-06-21 23:27:01.06,1120
383,2023-06-21 23:27:01.06,2023-06-21 23:27:02.091,1031
384,2023-06-21 23:27:02.091,2023-06-21 23:27:03.121,1030
385,2023-06-21 23:27:03.121,2023-06-21 23:27:04.235,1114
386,2023-06-21 23:27:04.235,2023-06-21 23:27:05.36,1125
387,2023-06-21 23:27:05.36,2023-06-21 23:27:06.391,1031
388,2023-06-21 23:27:06.391,2023-06-21 23:27:07.513,1122
389,2023-06-21 23:27:07.513,2023-06-21 23:27:08.639,1126
390,2023-06-21 23:27:08.639,2023-06-21 23:27:09.764,1125
391,2023-06-21 23:27:09.764,2023-06-21 23:27:10.797,1033
392,2023-06-21 23:27:10.797,2023-06-21 23:27:11.876,1079
393,2023-06-21 23:27:11.876,2023-06-21 23:27:12.992,1116
394,2023-06-21 23:27:12.992,2023-06-21 23:27:14.091,1099
395,2023-06-21 23:27:14.091,2023-06-21 23:27:15.143,1052
396,2023-06-21 23:27:15.143,2023-06-21 23:27:16.173,1030
397,2023-06-21 23:27:16.173,2023-06-21 23:27:17.241,1068
398,2023-06-21 23:27:17.241,2023-06-21 23:27:18.272,1031
